tenure,MonthlyCharges,TotalCharges,Contract_One year,Contract_Two year,Partner_Yes,Dependents_Yes,OnlineSecurity_Yes,TechSupport_Yes,PaperlessBilling_Yes,SeniorCitizen_1,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,OnlineBackup_Yes,DeviceProtection_Yes,InternetService_Fiber optic,InternetService_No,MultipleLines_Yes,StreamingTV_Yes,StreamingMovies_Yes,PhoneService_Yes,gender_Male,Churn
71,109.3,7782.85,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,False,True,True,True,True,False
70,88.0,5986.45,False,True,True,False,True,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False
39,53.85,2200.7,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False
7,24.7,149.05,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
71,95.75,6849.4,False,True,True,True,False,False,True,False,True,False,False,True,True,True,False,True,False,True,True,False,False
25,95.9,2448.75,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,True,True,True
4,20.15,91.4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1,19.55,19.55,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
9,90.8,809.75,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,True
6,50.95,307.6,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
59,110.15,6448.05,True,False,True,False,True,False,True,False,False,True,False,True,True,True,False,True,True,True,True,True,True
10,26.1,225.55,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
37,98.8,3475.55,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
41,104.45,4162.05,True,False,True,False,True,False,True,False,False,False,False,True,True,True,False,False,True,True,True,False,False
39,55.9,2184.35,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True
72,25.1,1790.8,False,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False
4,84.8,371.9,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,True,False,False,True,True,True
60,76.95,4543.95,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
27,69.35,1927.3,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False
4,50.9,225.6,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True
8,19.75,145.0,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
71,19.9,1397.3,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
20,20.0,416.45,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
38,99.55,3734.25,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,True,True,True,True,False,True
34,78.3,2564.3,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,True
67,19.65,1335.2,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
69,106.5,7348.8,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True
8,94.0,773.65,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,True,False,True,True,True
1,54.65,54.65,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
4,73.9,280.85,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,True
45,24.65,1171.3,False,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
25,69.5,1752.65,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False
72,92.0,6632.75,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,True,False
2,20.45,34.8,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1,53.5,53.5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True
10,25.7,251.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False
68,107.7,7320.9,False,False,True,False,True,True,True,False,False,True,False,True,False,True,False,True,True,True,True,True,False
42,77.95,3384.0,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True
62,26.0,1638.7,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
71,99.2,7213.75,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False
17,89.15,1496.9,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,True
17,25.65,440.2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
45,95.95,4456.65,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,True,False,True,True,True,False
9,19.9,164.6,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False
17,20.15,353.65,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
14,55.5,767.55,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False
2,74.2,140.1,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,True,True,False
1,20.15,20.15,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
54,46.0,2424.05,False,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
12,56.65,654.85,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True
25,69.75,1729.35,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
35,89.2,3251.3,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,True,True,True,False
65,90.45,5957.9,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,False
66,61.15,4017.45,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
36,20.85,720.05,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
28,59.0,1654.45,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
3,71.1,213.35,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False
51,80.0,4242.35,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,True
4,18.85,84.2,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
4,70.65,293.85,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False
25,108.9,2809.05,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,False,False
1,20.05,20.05,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,True
2,74.7,165.4,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,True,True
14,95.6,1273.3,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False
1,69.9,69.9,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True
21,28.5,629.35,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
51,99.0,5038.15,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,True,True,True,True,False
8,24.4,203.95,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False
67,85.25,5714.2,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,True,True,True,True,False,False
2,94.95,178.1,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True
1,19.95,19.95,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True
5,83.6,404.2,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,True
5,71.45,371.6,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False
10,85.55,851.75,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,True
49,55.35,2633.95,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False
72,105.5,7611.55,False,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False
2,19.4,50.6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
4,76.05,318.9,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,True
2,71.3,157.75,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False
1,35.9,35.9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True
12,21.05,235.8,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
34,56.25,1765.95,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,True,True,False,False,False
56,98.6,5581.05,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,False
1,91.7,91.7,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True
72,107.45,7658.3,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,False,True,True,False,False
41,40.35,1677.85,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False
3,24.6,86.35,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
52,75.4,3865.45,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False
3,30.4,82.15,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
3,19.3,54.7,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
70,94.8,6859.05,False,True,True,False,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,False,False
22,84.75,1816.75,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False
64,86.55,5632.55,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,True,True,True,False
6,94.5,575.45,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True,True
51,87.35,4473.0,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,True,False,False,True,True,False
7,40.1,293.3,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True
55,55.7,3131.8,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
46,64.2,3009.5,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
40,62.05,2511.55,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False
71,82.55,5832.65,False,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,True,False
46,19.6,851.2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
66,104.25,6860.6,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,True,True,True,True,False
3,20.55,57.4,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
61,115.1,7008.15,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True,True,False,False
29,69.05,1958.45,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False
41,70.25,2868.05,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
40,20.4,854.9,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
72,89.55,6448.85,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False
2,89.5,161.5,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True
2,79.0,143.65,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,True
72,97.25,7133.1,True,False,True,False,False,False,True,True,True,False,False,True,False,True,False,True,True,True,True,True,False
2,73.25,131.05,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,True
72,116.95,8594.4,False,True,True,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,True,False
42,73.9,3160.55,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True
18,101.3,1794.65,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,False
49,59.6,2970.3,False,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
18,39.05,669.85,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
70,64.95,4523.25,False,True,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
6,105.3,545.2,False,False,True,False,False,False,True,False,False,True,False,True,True,True,False,True,True,True,True,False,True
34,96.35,3190.25,False,False,False,False,False,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False
42,101.75,4273.45,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,True,True,True,True,True
45,24.7,1174.35,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False
2,62.15,113.1,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
4,20.7,73.05,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
39,81.4,3213.75,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
54,111.1,6014.85,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,False,True
12,20.3,224.5,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
13,70.15,916.75,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True
63,99.65,6311.2,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,True,True,True,True,False,False
47,109.55,5124.55,False,False,True,False,False,True,True,False,False,True,False,True,True,True,False,True,True,True,True,True,True
72,85.15,6316.2,False,True,True,False,False,True,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False
20,64.4,1398.6,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False
24,89.85,2165.05,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,True
44,65.4,2774.55,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
54,90.05,4931.8,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False
70,93.9,6579.05,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,True,False,True
69,80.65,5542.55,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
30,77.9,2351.45,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False
6,20.2,98.35,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False
67,74.0,4868.4,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False
50,108.25,5431.4,True,False,True,True,True,False,True,False,False,True,False,True,True,True,False,True,True,True,True,True,False
37,40.55,1390.85,False,True,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
3,74.4,215.8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True
38,79.45,3013.05,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,True
67,108.75,7156.2,False,True,True,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,False,True
4,19.7,117.8,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
11,20.45,250.8,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False
1,19.9,19.9,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True
6,59.15,336.7,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
24,88.95,2072.75,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,True,False,True,False,False
18,49.4,874.8,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True
71,85.45,6300.85,True,False,True,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False
1,20.4,20.4,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
3,89.85,248.4,False,False,True,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False
58,19.85,1158.85,False,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
31,20.95,683.25,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
72,63.1,4685.55,False,True,True,False,True,True,True,True,False,False,False,True,True,False,False,False,True,True,False,True,False
68,82.85,5776.45,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
22,54.2,1152.7,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True
58,84.3,4916.4,False,True,True,False,True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False
64,104.4,6692.65,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False
63,19.25,1237.65,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
1,35.0,35.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
64,25.65,1740.8,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False
35,19.25,677.9,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
25,19.8,475.2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
11,50.55,565.35,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
16,84.95,1378.25,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True
31,90.7,2845.15,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,True,True,False
3,107.95,318.6,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False,True,True,True,True,False
29,55.35,1636.95,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False
72,87.55,6463.15,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False
50,108.75,5431.9,False,False,True,False,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,False,False
52,109.1,5647.95,False,False,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False
32,79.3,2570.0,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False
14,50.2,668.85,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
18,84.95,1443.65,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False
2,25.05,56.35,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True
9,85.35,754.65,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True
49,20.05,923.1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
7,19.9,173.15,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
2,30.9,59.05,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
6,84.85,523.5,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,True
71,105.7,7472.15,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False
59,20.2,1192.3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
21,86.05,1818.9,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
68,80.35,5375.15,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False
30,100.45,3096.9,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False
1,44.35,44.35,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2,69.65,145.15,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
52,25.75,1345.85,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False
65,99.1,6496.15,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False
36,94.7,3512.5,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,True,True,False
39,51.05,2066.0,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
11,70.2,760.05,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
71,71.0,5012.1,True,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False
30,100.4,2936.25,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False
11,66.35,740.8,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True
1,95.45,95.45,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,True,True,True,True
69,60.8,4263.4,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False
41,68.6,2877.05,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False
42,66.5,2762.75,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
2,70.75,154.85,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
1,50.45,50.45,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
72,82.15,5784.3,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,False
35,85.15,3030.6,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True
61,89.2,5500.6,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False
1,35.55,35.55,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True
1,54.35,54.35,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True
16,80.55,1248.9,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False
3,64.6,174.2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
62,20.45,1297.35,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
36,93.6,3366.05,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,True,True,False
45,78.8,3597.5,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,False
56,81.25,4620.4,False,True,True,True,True,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False
3,70.7,225.65,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False
22,51.1,1232.9,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False
27,75.5,1893.95,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True
24,93.0,2248.05,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,True,True,True,False
41,19.3,772.4,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
62,48.7,3008.55,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
54,30.4,1621.35,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
30,64.5,1888.45,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False
27,69.05,1793.25,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
10,74.75,799.65,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True
67,20.85,1327.4,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3,19.95,58.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
23,20.3,470.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
49,19.9,1022.6,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False
1,91.3,91.3,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True
8,43.35,371.4,False,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,False
11,65.15,723.35,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False
10,72.85,688.65,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,True,True
2,75.55,166.3,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True
36,75.55,2680.15,True,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,True,False,False
8,19.7,130.25,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
33,80.1,2603.3,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False
72,21.0,1493.75,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
57,19.6,1170.55,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False
1,73.6,73.6,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True
1,74.95,74.95,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,True
18,90.1,1612.75,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,True,False,True
72,64.8,4732.35,False,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,True,True,False,True,False
13,40.55,590.35,False,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
72,66.85,4758.8,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
40,89.6,3488.15,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,True,True,False
23,49.7,1081.25,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
24,93.55,2264.05,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,True,True,True,False,True
14,75.1,1013.35,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False
10,78.15,765.15,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
4,19.95,68.2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
67,109.7,7344.45,True,False,True,False,False,True,True,False,True,False,False,True,True,True,False,True,True,True,True,False,False
8,44.55,343.45,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
30,19.7,599.25,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
12,76.6,893.0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
27,20.6,581.85,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
13,19.55,265.3,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
12,84.6,959.9,False,False,True,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True,True,False
53,84.6,4449.75,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,True,True,True,False,False
28,91.25,2483.65,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False
2,74.9,136.05,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False
